id,text,description
268,Stadswegen  zijn een smaller type hoofdweg in stadsdeel Nieuw-West. De twee en soms meer rijen bomen staan in de verharding.,"Naast de stadslanen is er een smaller type hoofdweg. Het profiel is minder dan 60 meter breed. Langs het
eerste type stadswegen staat twee keer één rij bomen, het tweede type heeft één plus twee rijen of twee keer twee rijen bomen. Een deel van de voorzieningen van Nieuw West ligt langs de stadswegen. De wegen vallen vaak samen met de 50- wegen uit de verkeersstructuur; het zijn de ontsluitingswegen van de verschillende stadsdelen. De stadswegen kennen twee rijstroken. Langs de wegen wordt regelmatig geparkeerd. De bermen zijn meestal verhard, hetgeen van invloed is op de groeiomstandigheden van de bomen. Fietspaden zijn suggestiestroken op de rijbaan of liggen los van de weg."
269,"Parkways zijn de breedste wegen in stadsdeel Nieuw-West. De bomen staan niet in rijen, maar parkachtig verspreid in brede groene bermen. ","De breedste wegen in Nieuw West zijn de Parkways. De bomen staan hier niet in rijen, maar verspreid in brede, groene bermen. De parkway is het brede broertje van de stadslaan en beperkt zich tot drie karakteristieke plekken in Nieuw West. De parkway kent vier rijstroken. De weggebruiker lijkt even door het buitengebied te rijden."
270,Singels zijn de brede hoofdwaterlopen in stadsdeel Nieuw-West. De bomen staan meestal parkachtig verspreid in de ruime taluds van de waterloop. ,"Niet alleen wegen zijn een onderdeel van de hoofdbomenstructuur van Nieuw West, een aantal singels
maakt het er ook onderdeel van uit. Vaak staan langs één zijde van de singels meerdere bomenrijen. De singels in Nieuw West zijn breed. Ze tonen daarmee nog een glimp van het oorspronkelijke laaggelegen polderlandschap. Onder de bomen ligt een wandelpad."
271,"Bijzondere punten zijn de knopen in het netwerk, ze spelen een hoofdrol in de oriëntatie binnen Nieuw West.","De bomen op deze plekken zijn beeldbepalend. Ze staan in rijen, blokken of los in de ruimte. Bijzondere plekken zijn rotondes, grote kruisingen, bruggen, velden of kades. In de meeste gevallen zijn het groene plekken waar bomen goed willen groeien. Daarom kan hier ingezet worden op een lange levensduur voor de bomen. Het zijn uitgelezen plekken voor forse parkbomen, al dan niet met een bijzondere bloeiwijze, herfstkleur of kroonvorm."
272,In de Westelijke Tuinsteden liggen enkele oude landwegen. Aan weerszijden van de wegen staat een bomenrij.,"De wegen zijn beperkt van breedte. De groene bermen zijn smal, de ruimte voor de bomen is vaak gering. De cultuurhistorische linten worden gemakkelijk herkend aan de karakteristieke bermsloten en de oude bebouwing. Door de smalle wegen is de verkeersfunctie van de wegen beperkt."
273,De ambitie is om de Noordhollandsch-Kanaalzone op te waarderen tot een samenhangend stedelijk groengebied dat zich in kwaliteit van gebruik en beeld kan meten met de befaamde groene scheggen van Amsterdam.,"Amsterdam-Noord heeft nu geen grootstedelijk park. Dat is ongewenst. De mogelijkheid om zo'n park te creëren is wel aanwezig. Door eenheid te brengen kan de Noordhollandsch-Kanaalzone uitgroeien tot een volwaardig stedelijk groengebied.

De Noordhollandsch-Kanaalzone is geen plangebied. Het gebied is opgedeeld in diverse plangebieden, elk met een eigen ontwikkelingstempo. De Beleidsvisie Noordhollandsch-Kanaalzone geeft de randvoorwaarden om de Noordhollandsch-Kanaalzone in de loop der tijd om te vormen tot een nieuwe, samenhangende parkenzone.  Het doel van deze beleidsvisie is niet om een geheel nieuw plan voor de Noordhollandsch-Kanaalzone op te stellen, dat herziening van al vastgestelde projectplannen noodzakelijk maakt. De ambitie is ook niet om de Noordhollandsch-Kanaalzone geheel om te vormen. Het gaat om accupunctuur: weinig maar trefzekere ingrepen die de onbenutte kansen tot ontplooiing brengen. "
274,Een gestrekte noord-zuid-langzaamverkeersroute langs de oostoever van het Noordhollandsch Kanaal is gewenst en dient in de planvorming van diverse projecten opgenomen te worden. ,Voor de ontwikkeling tot en het gebruik van de  Noordhollandsch-Kanaalzone als een stedelijke groene zone met allure is bereikbaarheid en toegankelijkheid voor langzaam verkeer van essentieel belang. 
275,Er moeten in de Noordhollandsch-Kanaalzone twee nieuwe oost-westroutes voor langzaam verkeer aangelegd worden.,"Eén van de Banne naar Centrum Amsterdam-Noord, in het verlengde van het Jan Thomeepad en één door het Centraal Park Noord. Beide moeten op een logische manier aansluiten op bestaande fietsroutes en op een comfortabele manier het Noordhollandsch Kanaal kruisen. "
276,De Noordhollandsch-Kanaalzone is een stedenbouwkundige eenheid in verscheidenheid.,De planvorming in inliggende projectgebieden dient hierop gericht te zijn. Bij de planvorming dienen beide oevers in beschouwing te worden genomen. 
277,Uitgangspunt in de Noordhollandsch-Kanaalzone  moet zijn dat cultureel erfgoed en monumentale bomen behouden blijven.,
278,Het Noordhollandsch Kanaal en zijn oevers dienen openbaar te zijn. ,"Enkele aanmeerplekken voor dagrecreatie zijn toegestaan, maar woonboten, jachthavens en aanmeerplekken voor meerdaagse recreatie zijn in het Noordhollandsch Kanaal niet toegestaan."
279,De allure van de Noordhollandsch Kanaalzone dient tot uitdrukking te komen.,"▪  Door de verschillende invloeden van de omliggende bebouwing en de nog in te vullen projectgebieden te kanaliseren.
▪  In een uitgebalanceerde keuze voor de bomenstructuur.
▪  In de langzaamverkeerroutes.
▪  In het materiaalgebruik en het onderhoudsniveau. "
280,In de planvorming van projectgebieden  moet nagegaan worden of door extra waterberging in de Noordhollandsch-Kanaalzone (grond) waterloverlast in aanliggende woonwijken opgelost kan worden.,
281,We waarborgen in Stadsdeel Centrum de historische kwaliteit van het stadsbeeld.,Het beleid gaat uit van een intensieve zorg voor de kwaliteit van het historische stadsbeeld. Een conserverende aanpak vormt daarbij niet het uitgangspunt; de uitdaging om het evenwicht te bewaren tussen behoud van de historische karakteristiek en gewenste ruimtelijke vernieuwing wordt niet uit de weg gegaan. 
282,We verbeteren in Stadsdeel Centrum de veiligheid en de leefbaarheid.,"Openbare ruimte is in de binnenstad relatief beperkt beschikbaar, terwijl er een zware druk op staat door zeer intensief gebruik. Zorgvuldige inrichting en adequaat beheer van de openbare ruimte zijn van grote strategische betekenis voor het functioneren van de binnenstad en het totaal van het stadsbeeld, en bij uitstek een gemeentelijke zaak.  

Het beleid gaat uit van de noodzaak van aanzienlijke kwaliteitsverhoging en een veel beter gecoördineerde aanpak van beheer en inrichting van de openbare ruimte, waartoe onder meer organisatorische maatregelen nodig zijn. Bij de verdeling van de ruimte op straat wordt het autoverkeer teruggedrongen ten gunste van de voetganger, de fietser en verblijfsfuncties.

Gelet op de effecten van de grote hoeveelheden publiek en publieksfuncties in de binnenstad zal het beleid sterker worden gericht op beheersing en regulering van het ruimtegebruik (op weg en water) en op een strakke toepassing van het vergunningen-en handhavingsbeleid."
283,We verbeteren in Stadsdeel Centrum de bereikbaarheid. ,"Amsterdam heeft gekozen voor een beter bereikbare en leefbare binnenstad. Er is in de binnenstad maar een beperkte hoeveelheid onbebouwde ruimte beschikbaar en het is niet de bedoeling deze uit te breiden ten koste van de bestaande structuren. Gegeven de beperkingen die dit oplegt en in het licht van het mobiliteitsbeleid, is de keuze gemaakt om het verbeteren van de bereikbaarheid te richten op beperking van autoverkeer en bevordering van selectief autogebruik in combinatie met een ingrijpende verbetering van het stedelijk openbaar vervoer en betere fietsvoorzieningen.

Een reductie van het autoverkeer zal zich terug moeten verdienen in verbetering van de verblijfs- en milieukwaliteit in de binnenstad en in vergroting van de bereikbaarheid voor noodzakelijk verkeer. Hierdoor zal ook het investerings- en ondernemingsklimaat verbeteren. Het goed functioneren van de binnenstad, door het bereikbaar houden en versterken van afzonderlijke functies, bepaalt de te realiseren reductie. Op basis van het Verkeers- en Inrichtingsplan zullen besluiten worden genomen.

In nauwe samenhang met deze kwaliteitssprong in het openbaar vervoer en de bevordering van het fietsgebruik, levert de keuze voor een autoluwe binnenstad belangrijke voorwaarden op om verbetering van de bereikbaarheid te kunnen combineren met leefbaarheid."
284,(Openbare) Verlichting draagt bij aan de sociale- en verkeersveiligheid in Amsterdam.,"De gemeente heeft geen wettelijke plicht om te verlichten, maar is wel verantwoordelijk voor de veiligheid op de openbare weg. Veiligheid is dus één van de belangrijkste randvoorwaarden bij de realisatie van openbare verlichting. "
285,(Openbare) Verlichting draagt bij aan een positieve sfeer en beleving van de openbare ruimte.,"Dat kan door middel van straatverlichting, maar ook door middel van lichtkunst, stadsilluminatie of functionele verlichting in verhardingen."
286,We leveren 'licht op maat'. Verlichting moet passen bij de aard en het gebruik van de locatie. ,Specifieke uitgangspunten voor het (dynamisch) verlichten van verschillende typen locaties zijn opgenomen in het Beleidskader Verlichting (2017).
287,(Openbare) verlichting is energiezuinig en brandt niet onnodig. Er wordt niet verlicht waar dat niet nodig is in het kader van veiligheid of beleving.,"Met dit duurzame uitgangspunt wordt niet alleen energie bespaard, maar vermindert ook de lichthinder voor mens en dier."
288,Het ontwerp van de verlichting voldoet aan de ROVL en het Politiekeurmerk Veilig Wonen.,De Richtlijn Openbare Verlichting (R-OVL) en het Politiekeurmerk Veilig Wonen vormen de basis voor het toetsingskader voor de verlichting van de openbare ruimte als het gaat om veiligheid.
289,Bij de realisatie van nieuwe openbare verlichting worden altijd LED-armaturen toegepast.,Uitzondering zijn standaard modellen waarvoor nog geen LED-armatuur beschikbaar is. In dat geval wordt gekozen voor een andere energiezuinige lichttechniek. 
290,Er wordt voor alle straatverlichting en stadsilluminatie een standaardkleurtemperatuur (warm wit; 2700/3000 K) gehanteerd.,Voor het havengebied en bedrijventerreinen is een hogere kleurtemperatuur mogelijk. Vanuit artistieke overwegingen kan voor decoratieve verlichting en lichtkunst gewerkt worden met andere kleurtemperaturen dan ‘warm wit’.
291,"Voor de grootschalige aanpassing van de verlichting op bijzondere locaties, zoals opgenomen op de Visiekaart Puccinimethode, is altijd een integraal lichtplan vereist. ","Hierbij worden alle verlichtingsvormen in ogenschouw genomen, zowel openbaar als privaat."
292,"Op locaties waar de gebruiksruimte beperkt is, gaat bij de aanleg van nieuwe openbare verlichting de voorkeur uit naar toepassing van overspanningsarmaturen. ","Dit om op de trottoirs voldoende ruimte voor de voetganger te bieden. Hiertoe wordt op projectniveau een kosten/baten afweging gemaakt, in afstemming met de assetmanager Openbare Verlichting."
293,"Openbare verlichting in de Hoofdgroenstructuur is terughoudend en gelijkmatig. In parken en polders worden alleen doorgaande, verharde routes voorzien van openbare verlichting. ","Dat betekent - op hoofdlijnen - het volgende:
I. Er wordt terughoudend verlicht, tenzij de sociale- of verkeersveiligheid om een hoger lichtniveau vraagt.
II. Verlichting dient gelijkmatig te zijn, zodat de weggebruiker ook bij een laag lichtniveau voldoende zicht heeft op zijn route en de omgeving.
III. In parken en polders worden alleen de doorgaande, verharde routes voorzien van openbare verlichting."
294,Binnen de Ecologische structuur is de realisatie van nieuwe openbare verlichting in principe alleen toegestaan langs de hoofdnetten en plusnetten.,"Hiermee worden de negatieve effecten van licht(vervuiling)op vrijlevende dieren in ecologisch waardevolle gebieden geminimaliseerd. Uitzondering hierop zijn aftakkingen van doorgaande routes richting maatschappelijke voorzieningen (sportcomplexen, scholen, etc.) en andere routes waar openbare verlichting aantoonbaar noodzakelijk is om de veiligheid te borgen."
295,"Eventuele extra beheer- en onderhoudskosten, die veroorzaakt worden door een toename in de verlichting, worden door het project aangevraagd bij de raad via het investeringsbesluit.","De assetmanager Verlichting stelt in de initiatiefase een programma van eisen (PvE) op, zodat de verlichting voldoet aan de eisen en wensen van het assetmanagement. Beheer- en onderhoudskosten, die veroorzaakt worden door een toename in de verlichting, worden door het project aangevraagd via het investeringsbesluit. Bij de investeringsaanvraag wordt expliciet een besluit opgenomen waarin het bestuur gevraagd wordt akkoord te gaan met de hogere kosten. Daarnaast wordt duidelijk aangegeven dat deze hogere kosten in een komende begroting zullen worden meegenomen met de reguliere
begroting aanvraag."
296,"Bij profielwijziging, herinrichting en nieuwbouw zijn de kosten voor de (aanpassing van) openbare verlichting voor het project.","De openbare ruimte in de stad is nooit af. Om diverse redenen kan het nodig zijn dat – naast het reguliere beheer - de verlichting op enig moment moet worden aangepast. Soms moet de verlichting tijdelijk
worden verwijderd bij wegwerkzaamheden en na enige tijd weer worden teruggeplaatst. Bij profielwijzigingen en herinrichtingen wordt geen materiaal vervangen dat nog goed is. Het ‘nee, tenzij...’ beleid is hier van toepassing. Als er wel wijzigingen aan de verlichting worden doorgevoerd, zijn de kosten hiervan voor het betreffende project."
297,"Indien er bij nieuwbouw van openbare verlichting wordt afgeweken van de Puccinimethode, moeten de hogere investeringskosten én de hogere beheerkosten (op basis van TCO) door het project worden aangevraagd bij de gemeenteraad.","De beschikbare budgetten voor de instandhouding van de openbare verlichting en stadsilluminatie zijn gebaseerd op de standaardisatie van masten, armaturen, schijnwerpers en grondspots zoals
opgenomen in de Puccinimethode. Indien er bij nieuwbouw wordt afgeweken van de Puccinimethode, moeten de hogere investeringskosten én de hogere beheerkosten (op basis van TCO) door het project worden aangevraagd bij de gemeenteraad. Wanneer bestaande masten aan vervanging toe zijn, wordt altijd de juiste mast geplaatst conform de Puccinimethode, met een bijpassend armatuur."
298,"Bij de inrichting van de Amsterdamse verkeersnetten maken we onderscheid tussen Plusnetten, Hoofdnetten en het Basisnet. ","- Het Plusnet bestaat uit routes met de hoogste prioriteit waar actief gestuurd wordt op verbetering de kwaliteit . 
- Het Hoofdnet bestaat uit routes met een hoge prioriteit waar de bestaande kwaliteit zo goed mogelijk behouden met blijven.
- Het Basisnet bestaat uit alle overige wegen.

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
299,"Het  wensbeeld voor het Hoofdnet OV is een vrije baan voor het openbaar vervoer,  of beperkt mengen met aandacht voor de betrouwbaarheid. Het Hoofdnet OV wordt ingericht conform de specifiek hiervoor ontwikkelde eisen uit de Leidraad CVC.","Het Hoofdnet openbaar vervoer bestaat uit alle tram- en busroutes (niet zijnde Plusnet OV) waar minstens zes keer per uur per richting gereden wordt.  Voor dit Hoofdnet OV  ligt het accent op het behouden en waar mogelijk verhogen van de betrouwbaarheid en het behoud van rijsnelheden op routeniveau. 

Bij het ontwerp van het Hoofdnet OV wordt de Leidraad CVC gebruikt. De Leidraad CVC voorziet m.b.t. het Hoofdnet OV onder meer in voorschriften voor:
• Profielbreedtes
• Spoorafstanden
• Doorrijhoogtes
• Boogstralen
• Inrichting vrije trambanen
• Halteplaatsen
• Keerlussen

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
300,Het wensbeeld voor het Plusnet OV is een vrije baan voor het openbaar vervoer.   Het Plusnet OV wordt ingericht conform de specifiek hiervoor ontwikkelde eisen uit de Leidraad CVC.,"Het Plusnet openbaar vervoer bestaat uit de belangrijkste tram- en busroutes die, aanvullend op het spoor- en metronetwerk, de hoofdstromen tussen de verschillende stadsdelen met elkaar en met het spoor- en metronetwerk verbinden. Het accent binnen dit Plusnet ligt op het mogelijk maken van hoge rijfrequenties, goede doorstroming en een hoge mate van betrouwbaarheid. 

Bij het ontwerp van het Plusnet OV wordt de Leidraad CVC gebruikt. De Leidraad CVC voorziet m.b.t. het Plusnet (& Hoofdnet) OV onder meer in voorschriften voor:
- Profielbreedtes
- Spoorafstanden
- Doorrijhoogtes
- Boogstralen
- Inrichting vrije trambanen
- Halteplaatsen
- Keerlussen

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
301,"Het wensbeeld voor het Plusnet Auto is een inrichting met vrije rijstroken, zonder menging met andere modaliteiten. Er worden geen drempels toegepast. Het Plusnet Auto wordt ingericht conform de specifiek hiervoor ontwikkelde eisen uit de Leidraad CVC.","Het Plusnet auto bestaat uit drukke wegen met veel doorgaand autoverkeer en sluit aan op het rijkswegennet en de hoofdroutes van omliggende gemeenten. Bij het Plusnet auto ligt het accent op een goede doorstroming. Het bevat de belangrijkste routes voor het goederenvervoer, bestaat uit wegen met weinig andere functies en vormt een sluitend netwerk. Voorbeelden zijn de Nieuwe Leeuwarderweg en de Overtoom. Binnen het Plusnet auto hebben een aantal trajecten een extra belangrijke verzamel- en verdeelfunctie: de Pluscorridors auto. Om ze hiervoor aantrekkelijk genoeg te maken worden strengere eisen gesteld aan de doorstroming dan de rest van het Plusnet auto. In de afweging tussen Plusnetten heeft een Pluscorridor hetzelfde gewicht als het overig Plusnet auto. 

Bij het ontwerp van het Plusnet Auto wordt de Leidraad CVC gebruikt. De Leidraad CVC voorziet onder meer in voorschriften voor:
- Verplichte (minimum) rijbaanbreedtes
- Doorrijhoogtes
- Bochtverbreding en boogstralen
- Voorrangsregeling
- Markeringen

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
302,"Het wensbeeld voor het Hoofdnet Auto is een inrichting met vrije stroken, of beperkte menging met vrijliggende infrastructuur openbaar vervoer. Er worden geen drempels toegepast. Het Hoofdnet Auto wordt ingericht conform de specifiek hiervoor ontwikkelde eisen uit de Leidraad CVC.","Het Hoofdnet auto zijn wegen met een hoge verkeersintensiteit en een hoog percentage doorgaand verkeer, maar iets lager dan de wegen van het Plusnet auto. Het Hoofdnet is gericht op bescherming van de huidige doorstroomkwaliteit. Deze wegen worden geacht een functie te kunnen vervullen bij stremmingen op het Plusnet auto. 

Bij het ontwerp van het Hoofdnet Auto wordt de Leidraad CVC gebruikt. De Leidraad CVC voorziet onder meer in voorschriften voor:
- Verplichte (minimum) rijbaanbreedtes
- Doorrijhoogtes
- Bochtverbreding en boogstralen
- Voorrangsregeling
- Markeringen

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
303,"Het Plusnet voetganger omvat straten en pleinen die zowel een doorgaande functie (een route) als een verblijfsfunctie hebben.  Door het wisselende gedrag van de voetganger vraagt het Plusnet om relatief meer ruimte, comfort en kwaliteit.","Doelen van het Plusnet (en Hoofdnet) voetganger zijn:
• het garanderen van voldoende en aantrekkelijk loop- en verblijfsruimte
in de drukste delen van de stad;
• aanbod van een betere bereikbaarheid in de omgeving van permanente grote publiekstrekkers, zoals musea, parken, ziekenhuizen, kernwinkelgebieden, ov-knooppunten en tijdelijke evenemententerreinen.

Door het bieden van:
• effectieve voetgangersruimte;
• voetgangerszones, waarin de voetganger de hoogste prioriteit heeft;
• een logisch opgebouwd voetgangersnetwerk.

Omdat de verschillen in aantallen voetgangers nogal groot kunnen zijn, is er een grote diversiteit aan eisen waaraan het Plusnet moet voldoen. Deze zijn in de Leidraad CVC opgenomen. Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
304,Het Hoofdnet voetganger is het netwerk van vooral doorgaande routes van en naar drukke knooppunten.,"Doelen van het Hoofdnet (& Plusnet) voetganger zijn:
• het garanderen van voldoende en aantrekkelijk loop- en verblijfsruimte
in de drukste delen van de stad;
• aanbod van een betere bereikbaarheid in de omgeving van permanente grote publiekstrekkers, zoals musea, parken, ziekenhuizen, kernwinkelgebieden en ov-knooppunten en tijdelijke evenemententerreinen.

Door het bieden van:
• effectieve voetgangersruimte;
• voetgangerszones, waarin de voetganger de hoogste prioriteit heeft;
• een logisch opgebouwd voetgangersnetwerk.

Omdat de verschillen in aantallen voetgangers nogal groot kunnen zijn, is er een grote diversiteit aan eisen waaraan het Hoofdnet moet voldoen. Deze zijn in de Leidraad CVC opgenomen. Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten."
305,"Het wensbeeld voor het Hoofdnet Fiets is een vrijliggend fietspad, ruime fietsstrook of autoluwe 30km straat .  De dimensionering en materialisering van fietspaden op het Hoofdnet Fiets moet voldoen aan de Leidraad CVC.","Het Hoofdnet fiets is een fijnmazig fietsnetwerk dat intensief wordt gebruikt. Het dient verkeersveilig en comfortabel te zijn. Het Hoofdnet Fiets ontsluit de woon- en werkgebieden en voorzieningen in Amsterdam. Het netwerk bestaat uit vrijliggende fietspaden en, als dat niet mogelijk is, uit fietsstroken van voldoende breedte gecombineerd met margestroken om aanrijdingen te voorkomen.   

In de Leidraad CVC zijn eisen uitgewerkt voor de inrichting, materialisering en maatvoering van fietspaden en fietsstroken op het Hoofdnet (& Plusnet) Fiets. Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
306,Het wensbeeld voor het Plusnet Fiets is een vrijliggend fietspad of autoluwe fietsstraat. De dimensionering en materialisering van fietspaden op het Plusnet Fiets moet voldoen aan de Leidraad CVC.,"Het Plusnet fiets is het netwerk met de belangrijkste doorgaande fietsverbindingen die zeer intensief worden gebruikt. Het zijn de belangrijkste verbindingen tussen stadsdelen en met de regionale fietsroutes naar aangrenzende gemeenten en de groen- en recreatiegebieden rondom de stad. Belangrijkste aspect is dat fietsers snel, veilig en comfortabel van A naar B kunnen fietsen. Voorwaarde daarbij is dat fietsers weinig hinder hebben van overige verkeersdeelnemers, snel kunnen doorstromen bij kruispunten en dat er voor fietsers voldoende ruimte is om elkaar te passeren. Denk aan vrijliggende fietspaden of fietsstraten waar de auto te gast is.

In de Leidraad CVC zijn eisen uitgewerkt voor de inrichting, materialisering en maatvoering van fietspaden en fietsstroken op het Plusnet (& Hoofdnet) Fiets. Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten
"
307,Bij het ontwerp van Hoofdnetten leggen we het accent op het behoud van de bestaande capaciteit en kwaliteit van het netwerk.,"Een nadere toelichting op de te maken afwegingen is te vinden in de ""afwegingsleidraad Verkeersnetten""."
308,"In de Plusnetten krijgt de betreffende modaliteit; de voetganger, de fiets, het openbaar vervoer of de auto, actief prioriteit.","Dit gebeurt met toetswaarden voor de doorstroming (snelheden op trajectniveau) waaraan minimaal voldaan moet worden. Ook waar we al voldoen aan de toetswaarde kan verbetering van de huidige kwaliteit gewenst zijn, bijvoorbeeld omdat het onderdeel uitmaakt van een investeringsagenda. Randvoorwaarde daarbij is dat andere plusnetten daardoor niet onder hun toetswaarden uitkomen.

Een nadere toelichting op de te maken afwegingen is te vinden in de ""afwegingsleidraad Verkeersnetten"". Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
309,"Op het Basisnet gelden minimumeisen voor de ontsluiting van adressen, inrichting en veiligheid, maar stedelijke kaders in de vorm van toetskwaliteiten op het gebied van doorstroming en betrouwbaarheid zijn hier niet van toepassing. ",Het gaat in het Basisnet vooral om woonstraten en ontsluitingswegen in kleinere werkgebieden. In dit type straten staan de leefkwaliteit en veiligheid centraal.
310,Het eerste hoofdprincipe bij afwegingen rondom verkeersnetten is dat ‘Plusnet’ boven ‘Hoofdnet’ en ‘Hoofdnet’ boven ‘Basisnet’ gaat.,"Uiteraard gaat dit niet tot elke prijs. Zo is een stoep, de basismaat voor voordeurtoegankelijkheid een ondergrens bij de verdeling van ruimte in een straat. Randvoorwaarden bij kruisingen met stoplichten zijn: maximaal acceptabele wachttijden en geloofwaardigheid voor de verkeersdeelnemers met het oog op veiligheid en het vermijden van blokkades. Hiervoor zijn normen opgesteld, die te vinden zijn in de ""Afwegingsleidraadraad Verkeersnetten"".  De Afwegingsleidraad Verkeersnetten is een hulpmiddel voor projectleiders die de belangen van verschillende netwerken tegen elkaar moeten afwegen.

Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
311,"Het tweede hoofdprincipe bij de afweging tussen gelijkwaardige (Plus- of Hoofdnet-) niveaus is, dat een Plusnet waar op routeniveau het minst voldaan wordt aan de toetswaarden, prioriteit krijgt bij de toedeling van ruimte en tijd.","Het gaat hier uitdrukkelijk om een beoordeling op routeniveau en niet op het niveau van een wegvak of één kruising. Als een klein deel van de route niet voldoet aan een snelheidsnorm kan dat gecompenseerd worden door een betere doorstroming verderop. 

Meer informatie is te vinden in de ""Afwegingsleidraadraad Verkeersnetten"".  De Afwegingsleidraad Verkeersnetten is een hulpmiddel voor projectleiders die de belangen van verschillende netwerken tegen elkaar moeten afwegen.


Alle hoofd- en plusnetten zijn online te vinden op een interactieve kaart: https://maps.amsterdam.nl/plushoofdnetten"
312,"Het derde hoofdprincipe bij de afweging  tussen gelijkwaardige netwerkniveaus is dat grotere verkeersstromen, in de verdeling van (rest-) ruimte en -tijd, meer voorrang verdienen dan kleinere verkeersstromen. Het gaat daarbij om aantallen mensen (passagiers) en niet om aantallen voertuigen.","In principe zijn de actuele vervoersstromen leidend. Als op basis van reële verwachtingen, voorspeld kan worden dat er grote veranderingen plaatsvinden, heeft het bij inrichtingsmaatregelen voor langere tijd de voorkeur om uit te gaan van (model)prognoses. Zo is het verstandig om bij voetgangersstromen al rekening te houden met toekomstige metrohaltes en bij autobewegingen alvast rekening toe houden met eventuele aangekondigde circulatiemaatregelen. 

Meer informatie is te vinden in de ""Afwegingsleidraadraad Verkeersnetten"".  De Afwegingsleidraad Verkeersnetten is een hulpmiddel voor projectleiders die de belangen van verschillende netwerken tegen elkaar moeten afwegen."
313,"Een van de randvoorwaarden voor een leefbare, complete stad is een divers en hoogwaardig voorzieningenniveau voor elke Amsterdammer. Om dat te bereiken gebruiken we in gebiedsontwikkeling de ""Amsterdamse referentienorm voor maatschappelijke voorzieningen, groen en spelen (2018)"".","Bewoners hebben behoefte aan (maatschappelijke) voorzieningen voor hun ontwikkeling, gezondheid, ter ontspanning of als vangnet. Nabijheid van basis- en middelbare scholen, jeugd-, zorg-, en basisvoorzieningen, kunst & cultuur, groen-, speel- en sportvoorzieningen zijn cruciaal voor de kwaliteit van leven en een samenhangende sociaal-ruimtelijke structuur in de ontwikkelgebieden en de bestaande stad. In een complete stad heerst een goede balans tussen wonen en niet-wonen. De bouw van extra woningen in Amsterdam gaat samen met de bouw van extra maatschappelijke voorzieningen.

Met het bestuurlijk vaststellen van de referentienorm wordt een instrument geboden dat handvatten biedt voor ruimte-reserveringen voor maatschappelijke voorzieningen, groen en spelen in gebiedsontwikkeling. De referentienormen kunnen gezien worden als richtlijn, verdere inkleuring per gebied is altijd noodzakelijk. De al aanwezige voorzieningen (of het tekort hieraan), zowel binnen de plangrenzen als aangrenzend, moeten meegenomen worden in het bepalen van de concrete opgave.

De referentienormen geven een beeld van de benodigde maatschappelijke voorzieningen, voorzieningen voor groen en spelen voor het bouwen van een complete stad. Er wordt rekening gehouden met de verschillende woonmilieus die in de stad volgens Koers 2025 worden onderscheiden én er wordt onderscheid gemaakt tussen voorzieningen die in iedere buurt aanwezig moeten zijn voor het goed functioneren van een buurt en voorzieningen waar aanvullend bovenwijks behoefte"
